dataset,scenario,is_alternative,replicate,method,reject,score,runtime_sec,pvalue,posterior_null_prob,log_bf10,posterior_mean_p
synthetic_sqexp,H0_true,0,1,bayes_fpca,1,1.8580988661232554,0.0015010274946689606,nan,0.13492479851151917,1.8580988661232554,nan
synthetic_sqexp,H1_true,1,1,rkbt,1,5.893782134210328,124.3246401976794,nan,0.0027489538074814083,5.893782134210328,2.6644375
synthetic_sqexp,H1_true,1,1,point_bonferroni_t,1,0.9970615447246619,0.0014401767402887344,0.002938455275338044,nan,nan,nan
synthetic_sqexp,H1_true,1,1,global_l2,1,0.9972005598880224,0.08107978478074074,0.0027994401119776045,nan,nan,nan
synthetic_sqexp,H1_true,1,1,global_l2_fpca,1,0.9964007198560288,17.73126193601638,0.003599280143971206,nan,nan,nan
synthetic_sqexp,H1_true,1,1,global_f,1,0.9956008798240352,0.24919413682073355,0.004399120175964807,nan,nan,nan
synthetic_sqexp,H1_true,1,1,bayes_fpca,1,6.457961279165121,0.0014776764437556267,nan,0.0015655344052120101,6.457961279165121,nan
synthetic_sqexp,H0_true,0,2,rkbt,0,-1.3402731358977877,121.40282569266856,nan,0.7925348549504333,-1.3402731358977877,2.45609375
synthetic_sqexp,H0_true,0,2,point_bonferroni_t,0,0.0,0.0015920214354991913,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,2,global_l2,0,0.5980803839232154,0.07708350196480751,0.40191961607678467,nan,nan,nan
synthetic_sqexp,H0_true,0,2,global_l2_fpca,0,0.5504899020195961,17.88374403771013,0.4495100979804039,nan,nan,nan
synthetic_sqexp,H0_true,0,2,global_f,0,0.5928814237152569,0.25170859042555094,0.4071185762847431,nan,nan,nan
synthetic_sqexp,H0_true,0,2,bayes_fpca,1,0.003790866075994187,0.0015062037855386734,nan,0.49905228461594286,0.003790866075994187,nan
synthetic_sqexp,H1_true,1,2,rkbt,1,2.1309461053745364,128.5527903093025,nan,0.10612520816285945,2.1309461053745364,2.9154375
synthetic_sqexp,H1_true,1,2,point_bonferroni_t,0,0.18837142253325834,0.0016559120267629623,0.8116285774667417,nan,nan,nan
synthetic_sqexp,H1_true,1,2,global_l2,1,0.9612077584483103,0.08085863012820482,0.038792241551689664,nan,nan,nan
synthetic_sqexp,H1_true,1,2,global_l2_fpca,1,0.9958008398320336,17.91261049360037,0.004199160167966407,nan,nan,nan
synthetic_sqexp,H1_true,1,2,global_f,1,0.9532093581283744,0.26128210313618183,0.046790641871625675,nan,nan,nan
synthetic_sqexp,H1_true,1,2,bayes_fpca,1,5.489463736435216,0.0014790249988436699,nan,0.00411307115633508,5.489463736435216,nan
synthetic_sqexp,H0_true,0,3,rkbt,0,-1.4553631384507275,118.34146509319544,nan,0.8108224542375089,-1.4553631384507275,2.46225
synthetic_sqexp,H0_true,0,3,point_bonferroni_t,0,0.0,0.0016676811501383781,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,3,global_l2,0,0.26554689062187564,0.0801684046164155,0.7344531093781244,nan,nan,nan
synthetic_sqexp,H0_true,0,3,global_l2_fpca,0,0.3037392521495701,17.745659857988358,0.6962607478504299,nan,nan,nan
synthetic_sqexp,H0_true,0,3,global_f,0,0.25874825034993,0.26571908965706825,0.74125174965007,nan,nan,nan
synthetic_sqexp,H0_true,0,3,bayes_fpca,0,-0.03500897601919781,0.0015249727293848991,nan,0.5087513501977774,-0.03500897601919781,nan
synthetic_sqexp,H1_true,1,3,rkbt,1,17.876019222813767,136.0663387682289,nan,1.7240247079534607e-08,17.876019222813767,3.3845
synthetic_sqexp,H1_true,1,3,point_bonferroni_t,1,0.9999981398708874,0.0015052147209644318,1.8601291126078263e-06,nan,nan,nan
synthetic_sqexp,H1_true,1,3,global_l2,1,0.9998000399920016,0.07986136246472597,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,3,global_l2_fpca,1,0.9998000399920016,17.33549035526812,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,3,global_f,1,0.9998000399920016,0.2600131668150425,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,3,bayes_fpca,1,24.030852408125387,0.0014899633824825287,nan,1.000000082740371e-10,24.030852408125387,nan
synthetic_sqexp,H0_true,0,4,rkbt,0,-1.2050194228500195,119.06437046732754,nan,0.7694165071467769,-1.2050194228500195,2.4445625
synthetic_sqexp,H0_true,0,4,point_bonferroni_t,0,0.0,0.0014831358566880226,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,4,global_l2,0,0.5508898220355929,0.07976725790649652,0.4491101779644071,nan,nan,nan
synthetic_sqexp,H0_true,0,4,global_l2_fpca,0,0.6400719856028794,17.555922092869878,0.3599280143971206,nan,nan,nan
synthetic_sqexp,H0_true,0,4,global_f,0,0.5476904619076185,0.2580774864181876,0.4523095380923815,nan,nan,nan
synthetic_sqexp,H0_true,0,4,bayes_fpca,1,0.052401315467441756,0.001481359824538231,nan,0.4869026679906555,0.052401315467441756,nan
synthetic_sqexp,H1_true,1,4,rkbt,1,11.822996345901306,125.63725751731545,nan,7.333895920211676e-06,11.822996345901306,2.71015625
synthetic_sqexp,H1_true,1,4,point_bonferroni_t,1,0.999952540193019,0.0015131570398807526,4.74598069808994e-05,nan,nan,nan
synthetic_sqexp,H1_true,1,4,global_l2,1,0.9998000399920016,0.08247858472168446,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,4,global_l2_fpca,1,0.9998000399920016,17.655229690484703,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,4,global_f,1,0.9998000399920016,0.25851801317185163,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,4,bayes_fpca,1,14.950900041398143,0.0014778263866901398,nan,3.2129685378912143e-07,14.950900041398143,nan
synthetic_sqexp,H0_true,0,5,rkbt,0,-1.5205355439906065,121.4899295726791,nan,0.8206173286300382,-1.5205355439906065,2.44025
synthetic_sqexp,H0_true,0,5,point_bonferroni_t,0,0.0,0.0015145037323236465,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,5,global_l2,0,0.383123375324935,0.08084110449999571,0.616876624675065,nan,nan,nan
synthetic_sqexp,H0_true,0,5,global_l2_fpca,0,0.29154169166166766,17.752653557807207,0.7084583083383323,nan,nan,nan
synthetic_sqexp,H0_true,0,5,global_f,0,0.37112577484503095,0.2614164501428604,0.628874225154969,nan,nan,nan
synthetic_sqexp,H0_true,0,5,bayes_fpca,0,-0.049792308259300866,0.0015349490568041801,nan,0.5124455058528521,-0.049792308259300866,nan
synthetic_sqexp,H1_true,1,5,rkbt,1,7.3615221479563875,132.08209541626275,nan,0.0006348275459797341,7.3615221479563875,3.07171875
synthetic_sqexp,H1_true,1,5,point_bonferroni_t,1,0.9984931769918088,0.0015182672068476677,0.001506823008191141,nan,nan,nan
synthetic_sqexp,H1_true,1,5,global_l2,1,0.9992001599680064,0.07980940025299788,0.0007998400319936012,nan,nan,nan
synthetic_sqexp,H1_true,1,5,global_l2_fpca,1,0.9998000399920016,17.917495066300035,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,5,global_f,1,0.9998000399920016,0.2587105939164758,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,5,bayes_fpca,1,16.754948536525788,0.0015235953032970428,nan,5.289544591224882e-08,16.754948536525788,nan
synthetic_sqexp,H0_true,0,6,rkbt,0,-1.4704333249418673,119.09661190211773,nan,0.8131232403536113,-1.4704333249418673,2.46109375
synthetic_sqexp,H0_true,0,6,point_bonferroni_t,0,0.0,0.0015236642211675644,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,6,global_l2,0,0.045390921815636864,0.08268397115170956,0.9546090781843631,nan,nan,nan
synthetic_sqexp,H0_true,0,6,global_l2_fpca,0,0.4437112577484503,17.79940200969577,0.5562887422515497,nan,nan,nan
synthetic_sqexp,H0_true,0,6,global_f,0,0.05058988202359527,0.2654577726498246,0.9494101179764047,nan,nan,nan
synthetic_sqexp,H0_true,0,6,bayes_fpca,0,-0.008688122481165128,0.001512317918241024,nan,0.5021720169576933,-0.008688122481165128,nan
synthetic_sqexp,H1_true,1,6,rkbt,1,4.213480499753902,125.20038272999227,nan,0.014579090855865048,4.213480499753902,2.7694375
synthetic_sqexp,H1_true,1,6,point_bonferroni_t,1,0.9620876598631227,0.0015333006158471107,0.03791234013687724,nan,nan,nan
synthetic_sqexp,H1_true,1,6,global_l2,1,0.9982003599280144,0.07734936475753784,0.001799640071985603,nan,nan,nan
synthetic_sqexp,H1_true,1,6,global_l2_fpca,1,0.996000799840032,17.567826418206096,0.003999200159968006,nan,nan,nan
synthetic_sqexp,H1_true,1,6,global_f,1,0.9972005598880224,0.2545362198725343,0.0027994401119776045,nan,nan,nan
synthetic_sqexp,H1_true,1,6,bayes_fpca,1,5.69394774438795,0.0014782752841711044,nan,0.0033549836944001266,5.69394774438795,nan
synthetic_sqexp,H0_true,0,7,rkbt,0,-1.7911335711011753,119.62832072656602,nan,0.8570661994227079,-1.7911335711011753,2.473
synthetic_sqexp,H0_true,0,7,point_bonferroni_t,0,0.0,0.0013922248035669327,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,7,global_l2,0,0.09098180363927211,0.08170314226299524,0.9090181963607279,nan,nan,nan
synthetic_sqexp,H0_true,0,7,global_l2_fpca,0,0.48250349930014,17.554057660512626,0.51749650069986,nan,nan,nan
synthetic_sqexp,H0_true,0,7,global_f,0,0.08858228354329134,0.2585911191999912,0.9114177164567087,nan,nan,nan
synthetic_sqexp,H0_true,0,7,bayes_fpca,0,-0.009186523946983854,0.0015257345512509346,nan,0.5022966148353996,-0.009186523946983854,nan
synthetic_sqexp,H1_true,1,7,rkbt,1,13.619190424826382,148.24177196715027,nan,1.2169149373707542e-06,13.619190424826382,3.86440625
synthetic_sqexp,H1_true,1,7,point_bonferroni_t,1,0.9991362637994123,0.0015448732301592827,0.0008637362005876278,nan,nan,nan
synthetic_sqexp,H1_true,1,7,global_l2,1,0.9998000399920016,0.08232384268194437,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,7,global_l2_fpca,1,0.9996000799840032,17.53691131900996,0.0003999200159968006,nan,nan,nan
synthetic_sqexp,H1_true,1,7,global_f,1,0.9998000399920016,0.2542449738830328,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,7,bayes_fpca,1,20.074672984985135,0.0014894269406795502,nan,1.9128472139584574e-09,20.074672984985135,nan
synthetic_sqexp,H0_true,0,8,rkbt,0,-1.5590571311077688,121.38725319318473,nan,0.8262180157996164,-1.5590571311077688,2.46478125
synthetic_sqexp,H0_true,0,8,point_bonferroni_t,0,0.0,0.001409703865647316,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,8,global_l2,0,0.08818236352729458,0.07916567474603653,0.9118176364727054,nan,nan,nan
synthetic_sqexp,H0_true,0,8,global_l2_fpca,0,0.4649070185962807,17.68697444628924,0.5350929814037193,nan,nan,nan
synthetic_sqexp,H0_true,0,8,global_f,0,0.09558088382323537,0.2557215513661504,0.9044191161767646,nan,nan,nan
synthetic_sqexp,H0_true,0,8,bayes_fpca,0,-0.02177258974993322,0.001508006826043129,nan,0.505442932422639,-0.02177258974993322,nan
synthetic_sqexp,H1_true,1,8,rkbt,1,8.298983281029598,126.44080768059939,nan,0.00024870775643627866,8.298983281029598,2.65071875
synthetic_sqexp,H1_true,1,8,point_bonferroni_t,1,0.9994420829712082,0.0015869615599513054,0.0005579170287918668,nan,nan,nan
synthetic_sqexp,H1_true,1,8,global_l2,1,0.9984003199360127,0.0821564244106412,0.0015996800639872025,nan,nan,nan
synthetic_sqexp,H1_true,1,8,global_l2_fpca,1,0.9998000399920016,17.708997286856174,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,8,global_f,1,0.997000599880024,0.25524209812283516,0.002999400119976005,nan,nan,nan
synthetic_sqexp,H1_true,1,8,bayes_fpca,1,9.746374442933886,0.0015016598626971245,nan,5.850297515774816e-05,9.746374442933886,nan
synthetic_sqexp,H0_true,0,9,rkbt,0,-0.33412396429881885,117.82762934733182,nan,0.5827624612481589,-0.33412396429881885,2.3945625
synthetic_sqexp,H0_true,0,9,point_bonferroni_t,0,0.0,0.00148732028901577,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,9,global_l2,0,0.8012397520495901,0.08074794430285692,0.19876024795040992,nan,nan,nan
synthetic_sqexp,H0_true,0,9,global_l2_fpca,0,0.880623875224955,17.457639049738646,0.11937612477504499,nan,nan,nan
synthetic_sqexp,H0_true,0,9,global_f,0,0.7950409918016397,0.24384264182299376,0.20495900819836033,nan,nan,nan
synthetic_sqexp,H0_true,0,9,bayes_fpca,1,0.7303951996705587,0.001453440636396408,nan,0.32510800956212627,0.7303951996705587,nan
synthetic_sqexp,H1_true,1,9,rkbt,1,8.066246277208641,131.5258765546605,nan,0.0003138610494965129,8.066246277208641,3.1354375
synthetic_sqexp,H1_true,1,9,point_bonferroni_t,1,0.9982896493668197,0.0015018964186310768,0.0017103506331802838,nan,nan,nan
synthetic_sqexp,H1_true,1,9,global_l2,1,0.9998000399920016,0.07983452640473843,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,9,global_l2_fpca,1,0.9996000799840032,17.56201660539955,0.0003999200159968006,nan,nan,nan
synthetic_sqexp,H1_true,1,9,global_f,1,0.9996000799840032,0.2525965804234147,0.0003999200159968006,nan,nan,nan
synthetic_sqexp,H1_true,1,9,bayes_fpca,1,12.174462920143474,0.001488853245973587,nan,5.160546461491222e-06,12.174462920143474,nan
synthetic_sqexp,H0_true,0,10,rkbt,0,-1.8059881312967703,119.92400110326707,nan,0.8588763042512901,-1.8059881312967703,2.46915625
synthetic_sqexp,H0_true,0,10,point_bonferroni_t,0,0.0,0.0013900790363550186,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,10,global_l2,0,0.031593681263747286,0.08265884313732386,0.9684063187362527,nan,nan,nan
synthetic_sqexp,H0_true,0,10,global_l2_fpca,0,0.1277744451109778,17.5964100016281,0.8722255548890222,nan,nan,nan
synthetic_sqexp,H0_true,0,10,global_f,0,0.03059388122375528,0.25214966107159853,0.9694061187762447,nan,nan,nan
synthetic_sqexp,H0_true,0,10,bayes_fpca,0,-0.08137733047147261,0.0014736633747816086,nan,0.5203331129093176,-0.08137733047147261,nan
synthetic_sqexp,H1_true,1,10,rkbt,1,4.585332896940134,128.21131895203143,nan,0.010097356945173675,4.585332896940134,2.8938125
synthetic_sqexp,H1_true,1,10,point_bonferroni_t,1,0.9706891726988496,0.0015880921855568886,0.02931082730115038,nan,nan,nan
synthetic_sqexp,H1_true,1,10,global_l2,1,0.9962007598480304,0.08061456307768822,0.003799240151969606,nan,nan,nan
synthetic_sqexp,H1_true,1,10,global_l2_fpca,1,0.992001599680064,17.589455772191286,0.007998400319936013,nan,nan,nan
synthetic_sqexp,H1_true,1,10,global_f,1,0.9932013597280543,0.2619289858266711,0.006798640271945611,nan,nan,nan
synthetic_sqexp,H1_true,1,10,bayes_fpca,1,5.32167228962377,0.0015001362189650536,nan,0.004860835330004365,5.32167228962377,nan
synthetic_sqexp,H0_true,0,11,rkbt,0,-1.292711357949721,121.16328947898,nan,0.7846057610644379,-1.292711357949721,2.43878125
synthetic_sqexp,H0_true,0,11,point_bonferroni_t,0,0.0,0.0015040859580039978,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,11,global_l2,0,0.46210757848430317,0.08144043292850256,0.5378924215156968,nan,nan,nan
synthetic_sqexp,H0_true,0,11,global_l2_fpca,0,0.8096380723855229,17.667022986337543,0.1903619276144771,nan,nan,nan
synthetic_sqexp,H0_true,0,11,global_f,0,0.4585082983403319,0.26154008507728577,0.5414917016596681,nan,nan,nan
synthetic_sqexp,H0_true,0,11,bayes_fpca,1,0.35635486235926894,0.0015442762523889542,nan,0.411842236481599,0.35635486235926894,nan
synthetic_sqexp,H1_true,1,11,rkbt,1,12.82514955410023,135.14956416096538,nan,2.692198945825194e-06,12.82514955410023,3.268125
synthetic_sqexp,H1_true,1,11,point_bonferroni_t,1,0.9998670318835985,0.0015302682295441628,0.00013296811640153627,nan,nan,nan
synthetic_sqexp,H1_true,1,11,global_l2,1,0.9998000399920016,0.08328039851039648,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,11,global_l2_fpca,1,0.9998000399920016,17.63491621799767,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,11,global_f,1,0.9996000799840032,0.2623350918292999,0.0003999200159968006,nan,nan,nan
synthetic_sqexp,H1_true,1,11,bayes_fpca,1,16.245290788774348,0.0014836732298135757,nan,8.805617479623606e-08,16.245290788774348,nan
synthetic_sqexp,H0_true,0,12,rkbt,0,-1.5244207801927405,119.02412930317223,nan,0.8211885407309713,-1.5244207801927405,2.45871875
synthetic_sqexp,H0_true,0,12,point_bonferroni_t,0,0.0,0.0015838323161005974,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,12,global_l2,0,0.3653269346130774,0.07967113330960274,0.6346730653869226,nan,nan,nan
synthetic_sqexp,H0_true,0,12,global_l2_fpca,0,0.26654669066186765,17.504973588511348,0.7334533093381324,nan,nan,nan
synthetic_sqexp,H0_true,0,12,global_f,0,0.3705258948210358,0.2538604196161032,0.6294741051789642,nan,nan,nan
synthetic_sqexp,H0_true,0,12,bayes_fpca,0,-0.04557822514732188,0.0014707818627357483,nan,0.5113925841330285,-0.04557822514732188,nan
synthetic_sqexp,H1_true,1,12,rkbt,1,6.53020264222285,127.50440942402929,nan,0.0014565854874105332,6.53020264222285,2.84275
synthetic_sqexp,H1_true,1,12,point_bonferroni_t,1,0.9962638204810487,0.001579183153808117,0.0037361795189513654,nan,nan,nan
synthetic_sqexp,H1_true,1,12,global_l2,1,0.999000199960008,0.07704185508191586,0.0009998000399920016,nan,nan,nan
synthetic_sqexp,H1_true,1,12,global_l2_fpca,1,0.9992001599680064,17.50207810662687,0.0007998400319936012,nan,nan,nan
synthetic_sqexp,H1_true,1,12,global_f,1,0.9992001599680064,0.2536290157586336,0.0007998400319936012,nan,nan,nan
synthetic_sqexp,H1_true,1,12,bayes_fpca,1,9.693946788949,0.00148865208029747,nan,6.165178083061829e-05,9.693946788949,nan
synthetic_sqexp,H0_true,0,13,rkbt,0,-1.3883617579901641,120.00848994031549,nan,0.800330578350505,-1.3883617579901641,2.45503125
synthetic_sqexp,H0_true,0,13,point_bonferroni_t,0,0.0,0.001399001106619835,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,13,global_l2,0,0.37332533493301334,0.08146776538342237,0.6266746650669867,nan,nan,nan
synthetic_sqexp,H0_true,0,13,global_l2_fpca,0,0.7750449910017996,17.503680932335556,0.22495500899820037,nan,nan,nan
synthetic_sqexp,H0_true,0,13,global_f,0,0.38272345530893825,0.25615935400128365,0.6172765446910617,nan,nan,nan
synthetic_sqexp,H0_true,0,13,bayes_fpca,1,0.21403374951181275,0.0014844881370663643,nan,0.44669490161593206,0.21403374951181275,nan
synthetic_sqexp,H1_true,1,13,rkbt,0,-0.301312396582192,121.60054556466639,nan,0.5747633116773156,-0.301312396582192,2.4315
synthetic_sqexp,H1_true,1,13,point_bonferroni_t,0,0.0,0.0015091681852936745,1.0,nan,nan,nan
synthetic_sqexp,H1_true,1,13,global_l2,0,0.8858228354329134,0.07801034580916166,0.11417716456708658,nan,nan,nan
synthetic_sqexp,H1_true,1,13,global_l2_fpca,0,0.8684263147370526,17.66796635184437,0.1315736852629474,nan,nan,nan
synthetic_sqexp,H1_true,1,13,global_f,0,0.8738252349530093,0.25124455243349075,0.1261747650469906,nan,nan,nan
synthetic_sqexp,H1_true,1,13,bayes_fpca,1,0.5864272840550391,0.001519782468676567,nan,0.35745502046155153,0.5864272840550391,nan
synthetic_sqexp,H0_true,0,14,rkbt,0,-1.357872361605646,121.86467991769314,nan,0.7954136831241669,-1.357872361605646,2.46290625
synthetic_sqexp,H0_true,0,14,point_bonferroni_t,0,0.0,0.03353830426931381,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,14,global_l2,0,0.24575084983003403,0.08022843394428492,0.754249150169966,nan,nan,nan
synthetic_sqexp,H0_true,0,14,global_l2_fpca,0,0.36372725454909016,17.703675420954823,0.6362727454509098,nan,nan,nan
synthetic_sqexp,H0_true,0,14,global_f,0,0.2513497300539892,0.2579436553642154,0.7486502699460108,nan,nan,nan
synthetic_sqexp,H0_true,0,14,bayes_fpca,0,-0.037371592948541144,0.001493099145591259,nan,0.509341811003345,-0.037371592948541144,nan
synthetic_sqexp,H1_true,1,14,rkbt,1,8.156984061650656,128.64282972645015,nan,0.00028664365140850044,8.156984061650656,2.91640625
synthetic_sqexp,H1_true,1,14,point_bonferroni_t,1,0.9988386958655405,0.0015471139922738075,0.0011613041344594472,nan,nan,nan
synthetic_sqexp,H1_true,1,14,global_l2,1,0.9998000399920016,0.07773441541939974,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,14,global_l2_fpca,1,0.9988002399520096,17.73177569359541,0.0011997600479904018,nan,nan,nan
synthetic_sqexp,H1_true,1,14,global_f,1,0.9992001599680064,0.2602013200521469,0.0007998400319936012,nan,nan,nan
synthetic_sqexp,H1_true,1,14,bayes_fpca,1,9.076324663235857,0.0015061404556035995,nan,0.00011432800571720136,9.076324663235857,nan
synthetic_sqexp,H0_true,0,15,rkbt,1,0.37249584469024377,117.00288653187454,nan,0.4079380754443321,0.37249584469024377,2.44165625
synthetic_sqexp,H0_true,0,15,point_bonferroni_t,0,0.885006473746887,0.0013606511056423187,0.11499352625311297,nan,nan,nan
synthetic_sqexp,H0_true,0,15,global_l2,0,0.6566686662667467,0.07625597715377808,0.34333133373325336,nan,nan,nan
synthetic_sqexp,H0_true,0,15,global_l2_fpca,0,0.8950209958008398,17.560760178603232,0.10497900419916016,nan,nan,nan
synthetic_sqexp,H0_true,0,15,global_f,0,0.6810637872425516,0.24353329371660948,0.3189362127574485,nan,nan,nan
synthetic_sqexp,H0_true,0,15,bayes_fpca,1,0.9734222933731869,0.0015000095590949059,nan,0.27419889234270456,0.9734222933731869,nan
synthetic_sqexp,H1_true,1,15,rkbt,1,8.444280645051363,132.81611974537373,nan,0.00021508102309822412,8.444280645051363,3.18284375
synthetic_sqexp,H1_true,1,15,point_bonferroni_t,1,0.9990657863329541,0.001464061439037323,0.000934213667045883,nan,nan,nan
synthetic_sqexp,H1_true,1,15,global_l2,1,0.9998000399920016,0.07825409341603518,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,15,global_l2_fpca,1,0.9998000399920016,17.494910878129303,0.0001999600079984003,nan,nan,nan
synthetic_sqexp,H1_true,1,15,global_f,1,0.9986002799440112,0.25103988964110613,0.0013997200559888023,nan,nan,nan
synthetic_sqexp,H1_true,1,15,bayes_fpca,1,11.944085910284148,0.001478034071624279,nan,6.4975043054804615e-06,11.944085910284148,nan
synthetic_sqexp,H0_true,0,16,rkbt,0,-0.5821754411187052,119.47028870508075,nan,0.6415678215409762,-0.5821754411187052,2.41303125
synthetic_sqexp,H0_true,0,16,point_bonferroni_t,0,0.0,0.0014288658276200294,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,16,global_l2,0,0.753249350129974,0.07844681665301323,0.24675064987002598,nan,nan,nan
synthetic_sqexp,H0_true,0,16,global_l2_fpca,0,0.710257948410318,17.472027682699263,0.2897420515896821,nan,nan,nan
synthetic_sqexp,H0_true,0,16,global_f,0,0.7428514297140572,0.2510515945032239,0.2571485702859428,nan,nan,nan
synthetic_sqexp,H0_true,0,16,bayes_fpca,1,0.17864793806844004,0.0014797579497098923,nan,0.455456420196483,0.17864793806844004,nan
synthetic_sqexp,H1_true,1,16,rkbt,0,-0.8178911193159716,121.55576956365258,nan,0.6937884999936625,-0.8178911193159716,2.4465
synthetic_sqexp,H1_true,1,16,point_bonferroni_t,0,0.0,0.0015777088701725006,1.0,nan,nan,nan
synthetic_sqexp,H1_true,1,16,global_l2,0,0.7628474305138973,0.07885228842496872,0.23715256948610278,nan,nan,nan
synthetic_sqexp,H1_true,1,16,global_l2_fpca,0,0.8830233953209358,17.582507808692753,0.11697660467906419,nan,nan,nan
synthetic_sqexp,H1_true,1,16,global_f,0,0.7594481103779245,0.24833841621875763,0.24055188962207558,nan,nan,nan
synthetic_sqexp,H1_true,1,16,bayes_fpca,1,0.6734439062662867,0.0015154900029301643,nan,0.3377261220058564,0.6734439062662867,nan
synthetic_sqexp,H0_true,0,17,rkbt,0,-0.8247100329494972,121.9459782447666,nan,0.6952352336783999,-0.8247100329494972,2.42421875
synthetic_sqexp,H0_true,0,17,point_bonferroni_t,0,0.0,0.0014394503086805344,1.0,nan,nan,nan
synthetic_sqexp,H0_true,0,17,global_l2,0,0.7046590681863627,0.08301950991153717,0.2953409318136373,nan,nan,nan
synthetic_sqexp,H0_true,0,17,global_l2_fpca,0,0.7778444311137772,17.729879029095173,0.22215556888622276,nan,nan,nan
synthetic_sqexp,H0_true,0,17,global_f,0,0.7034593081383723,0.26012131851166487,0.2965406918616277,nan,nan,nan
synthetic_sqexp,H0_true,0,17,bayes_fpca,1,0.2810635160265158,0.0015502972528338432,nan,0.4301930602459618,0.2810635160265158,nan
synthetic_sqexp,H1_true,1,17,rkbt,1,0.47377555230032764,124.94785275589675,nan,0.38372301120068447,0.47377555230032764,2.62309375
